OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,F2010_12_13_14_15_16_17_18_19_20_21_22_23,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24_25,Shape_Length,Shape_Area
296,2,296,295,Sul,Santa Catarina North,Navegantes,-26.897577999999999,-48.638705999999999,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,296,4208203,Itajaí,SC,"Sports, recreation and leisure activities",113.000000000000000,497.000000000000000,0.000000000000000,0.000000000000000,183373.000000000000000,0.002710322675639,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,31415.926535897931899,78539816.339744821190834
297,3,297,296,Sul,Santa Catarina North,Garrincha,-26.858702999999998,-48.634619000000001,3,2,Right and left,Sand-bar,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,297,4208203,Itajaí,SC,"Sports, recreation and leisure activities",113.000000000000000,497.000000000000000,0.000000000000000,0.000000000000000,183373.000000000000000,0.002710322675639,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,31415.926535897931899,78539816.339744821190834
298,2,298,297,Sul,Santa Catarina North,Gravatá (1 e 2),-26.831883000000001,-48.621969000000000,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,298,4211306,Navegantes,SC,"Sports, recreation and leisure activities",19.000000000000000,82.000000000000000,0.000000000000000,0.000000000000000,60556.000000000000000,0.001354118501883,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,31415.926535897931899,78539816.339744821190834
299,2,299,298,Sul,Santa Catarina North,Gravatá,-26.831730000000000,-48.623427999999997,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,299,4211306,Navegantes,SC,"Sports, recreation and leisure activities",19.000000000000000,82.000000000000000,0.000000000000000,0.000000000000000,60556.000000000000000,0.001354118501883,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,60556.000000000000000,31415.926535897931899,78539816.339744821190834
300,2,300,299,Sul,Santa Catarina North,Quilombo,-26.766992999999999,-48.639414000000002,3.5,2,Left,Beach-break,All surfers,1.000000000000000,2.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,300,4212502,Penha,SC,"Sports, recreation and leisure activities",14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25141.000000000000000,0.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,31415.926535897931899,78539816.339744821190834
301,2,301,300,Sul,Santa Catarina North,Quilombo (reef),-26.765743000000001,-48.640143999999999,3.5,2,Right,Point-break,All surfers,1.000000000000000,2.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,301,4212502,Penha,SC,"Sports, recreation and leisure activities",14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25141.000000000000000,0.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,25141.000000000000000,31415.926535897931899,78539816.339744821190834
302,3,302,301,Sul,Santa Catarina North,molhe de Piçarras,-26.757026000000000,-48.673434999999998,3,1,Right,Point-break,All surfers,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,302,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
303,3,303,302,Sul,Santa Catarina North,Laje do Jacques,-26.726915999999999,-48.673060000000000,4,2,Right and left,Reef-rocky,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,303,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
304,2,304,303,Sul,Santa Catarina North,Syphodys,-26.701371000000002,-48.680247999999999,3,2,Right and left,Beach-break,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,304,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
305,2,305,304,Sul,Santa Catarina North,ilha do grants,-26.696031999999999,-48.674990999999999,3.5,1,Left,Reef-rocky,Pros or kamikaze only...,1.000000000000000,1.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,305,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
306,2,306,305,Sul,Santa Catarina North,barra de Itajuba,-26.691344999999998,-48.684164000000003,3,1,Right,Point-break,All surfers,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,306,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
307,2,307,306,Sul,Santa Catarina North,Praia do Sol,-26.679962000000000,-48.688166000000002,2,3,Right and left,Point-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,2.000000000000000,5000.000000000000000,307,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
308,1,308,307,Sul,Santa Catarina North,Praia do Tabuleiro,-26.643014000000001,-48.682051000000001,3,2,Right and left,Beach-break,Beginners wave,2.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,308,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
309,1,309,308,Sul,Santa Catarina North,Canoas,-26.639403000000001,-48.682501000000002,2,3,Right and left,Beach-break,Beginners wave,2.000000000000000,3.000000000000000,0.000000000000000,2.000000000000000,5000.000000000000000,309,4202107,Barra Velha,SC,"Sports, recreation and leisure activities",21.000000000000000,41.000000000000000,0.000000000000000,0.000000000000000,22386.000000000000000,0.001831501831502,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,22386.000000000000000,31415.926535897931899,78539816.339744821190834
310,2,310,309,Sul,Santa Catarina North,Barrinha,-26.623905000000001,-48.679991000000001,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,310,4201307,Araquari,SC,"Sports, recreation and leisure activities",5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24810.000000000000000,0.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,31415.926535897931899,78539816.339744821190834
311,3,311,310,Sul,Santa Catarina North,Foz do Itapocu,-26.580708000000001,-48.663769000000002,3,3,Left,breakwater/jetty,All surfers,1.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,311,4201307,Araquari,SC,"Sports, recreation and leisure activities",5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24810.000000000000000,0.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,31415.926535897931899,78539816.339744821190834
312,3,312,311,Sul,Santa Catarina South,Foz do Itapocu,-26.566918999999999,-48.657525000000000,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,312,4201307,Araquari,SC,"Sports, recreation and leisure activities",5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24810.000000000000000,0.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,24810.000000000000000,31415.926535897931899,78539816.339744821190834
313,2,313,312,Sul,Santa Catarina North,Praia do Bispo,-26.469248000000000,-48.607056000000000,3,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,313,4202057,Balneário Barra do Sul,SC,"Sports, recreation and leisure activities",8.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,8430.000000000000000,0.001779359430605,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,8430.000000000000000,31415.926535897931899,78539816.339744821190834
